ENSEMBL75 id,LncRNA name,Nearest coding gene
NA,NA,ENSMUSG00000030301
NA,NA,ENSMUSG00000030301
ENSMUSG00000086019,Gm15762,ENSMUSG00000030301
NA,NA,NA
ENSMUSG00000070995,Gm6313,NA
NA,NA,NA
ENSMUSG00000084909,4930528G23Rik,ENSMUSG00000040029
NA,NA,ENSMUSG00000039985
NA,NA,ENSMUSG00000067292
NA,NA,ENSMUSG00000032712
NA,NA,ENSMUSG00000003452
NA,NA,ENSMUSG00000055452
ENSMUSG00000077815|ENSMUSG00000078008|ENSMUSG00000078041|ENSMUSG00000078032|ENSMUSG00000078035|ENSMUSG00000077903|ENSMUSG00000077886,Mir290a|Mir291a|Mir292|Mir291b|Mir293|Mir294|Mir295,ENSMUSG00000078817
NA,NA,ENSMUSG00000053338
ENSMUSG00000086032,Gm15929,ENSMUSG00000019734
NA,NA,ENSMUSG00000030427
NA,NA,ENSMUSG00000055541
NA,NA,ENSMUSG00000008435
NA,NA,ENSMUSG00000019254
NA,NA,ENSMUSG00000064179
ENSMUSG00000085725,Gm15873,ENSMUSG00000055809
NA,NA,ENSMUSG00000004961
NA,NA,ENSMUSG00000052296
NA,NA,ENSMUSG00000060860
NA,NA,ENSMUSG00000051550
NA,NA,ENSMUSG00000034690
NA,NA,ENSMUSG00000046792
NA,NA,ENSMUSG00000030443
NA,NA,ENSMUSG00000070837
NA,NA,ENSMUSG00000062116
NA,NA,ENSMUSG00000062116
NA,NA,ENSMUSG00000000605
NA,NA,ENSMUSG00000000605
NA,NA,ENSMUSG00000000605
ENSMUSG00000093599,Mir5620,ENSMUSG00000000605
NA,NA,ENSMUSG00000043066
NA,NA,ENSMUSG00000030393
NA,NA,ENSMUSG00000059206
NA,NA,ENSMUSG00000095339
NA,NA,ENSMUSG00000054272
NA,NA,ENSMUSG00000090714
NA,NA,ENSMUSG00000090714
NA,NA,ENSMUSG00000061602
NA,NA,ENSMUSG00000070822
ENSMUSG00000102084,RP24-121L4.2,ENSMUSG00000004500
NA,NA,ENSMUSG00000030382
NA,NA,ENSMUSG00000070814
NA,NA,ENSMUSG00000033847
NA,NA,ENSMUSG00000005649
NA,NA,ENSMUSG00000078798
ENSMUSG00000081982,Gm6168,ENSMUSG00000078798
ENSMUSG00000099242,Gm27180,ENSMUSG00000100586
ENSMUSG00000093773,Gm18355,ENSMUSG00000055942
NA,NA,ENSMUSG00000074364
NA,NA,ENSMUSG00000074364
NA,NA,ENSMUSG00000070808
NA,NA,ENSMUSG00000070808
NA,NA,ENSMUSG00000078796
NA,NA,ENSMUSG00000006019
NA,NA,ENSMUSG00000006019
NA,NA,ENSMUSG00000052833
ENSMUSG00000099423,RP23-321G17.2,ENSMUSG00000058230
NA,NA,ENSMUSG00000058230
ENSMUSG00000100583,RP24-490A22.3,ENSMUSG00000058230
NA,NA,ENSMUSG00000078795
NA,NA,ENSMUSG00000004328
NA,NA,ENSMUSG00000023159
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,ENSMUSG00000008789
NA,NA,ENSMUSG00000054005
NA,NA,ENSMUSG00000003505
NA,NA,ENSMUSG00000070798
NA,NA,ENSMUSG00000070798
NA,NA,ENSMUSG00000063305
NA,NA,ENSMUSG00000070796
NA,NA,ENSMUSG00000044903
NA,NA,ENSMUSG00000004540
NA,NA,ENSMUSG00000030413
NA,NA,ENSMUSG00000030406
ENSMUSG00000089636,1700058P15Rik,ENSMUSG00000030403
NA,NA,ENSMUSG00000030403
NA,NA,ENSMUSG00000003549
NA,NA,ENSMUSG00000051403
NA,NA,ENSMUSG00000040564
NA,NA,ENSMUSG00000002985
NA,NA,ENSMUSG00000040525
NA,NA,ENSMUSG00000002980
ENSMUSG00000087206,Gm16175,ENSMUSG00000053175
ENSMUSG00000087593,Gm16174,ENSMUSG00000053175
NA,NA,ENSMUSG00000053175
NA,NA,ENSMUSG00000092216
ENSMUSG00000089886,Gm16184,ENSMUSG00000040511
ENSMUSG00000090075,Gm16251,ENSMUSG00000040511
NA,NA,ENSMUSG00000101436
NA,NA,ENSMUSG00000097425
ENSMUSG00000095331,Ptma-ps1,ENSMUSG00000066723
NA,NA,ENSMUSG00000050605
NA,NA,ENSMUSG00000074282
NA,NA,ENSMUSG00000074282
NA,NA,ENSMUSG00000055826
NA,NA,ENSMUSG00000054342
NA,NA,ENSMUSG00000046223
NA,NA,ENSMUSG00000062773
NA,NA,ENSMUSG00000062773
NA,NA,ENSMUSG00000045587
NA,NA,ENSMUSG00000052212
ENSMUSG00000011350,Gm5893,ENSMUSG00000091955
NA,NA,ENSMUSG00000040952
NA,NA,ENSMUSG00000040940
NA,NA,ENSMUSG00000003380
NA,NA,ENSMUSG00000040907
NA,NA,ENSMUSG00000008496
ENSMUSG00000074274,D930028M14Rik,ENSMUSG00000008496
NA,NA,ENSMUSG00000040857
NA,NA,ENSMUSG00000003123
NA,NA,ENSMUSG00000054385
NA,NA,ENSMUSG00000054385
NA,NA,ENSMUSG00000074261
NA,NA,ENSMUSG00000060376
NA,NA,ENSMUSG00000002608
ENSMUSG00000097017,Gm26707,ENSMUSG00000040703
NA,NA,ENSMUSG00000091233
NA,NA,ENSMUSG00000030483
NA,NA,ENSMUSG00000040583
NA,NA,ENSMUSG00000091867
NA,NA,ENSMUSG00000095538
NA,NA,ENSMUSG00000040488
NA,NA,ENSMUSG00000089832
NA,NA,ENSMUSG00000092367
NA,NA,ENSMUSG00000011751
ENSMUSG00000097455,Gm26891,ENSMUSG00000070709
NA,NA,ENSMUSG00000063047
NA,NA,ENSMUSG00000096916
NA,NA,ENSMUSG00000030603
NA,NA,ENSMUSG00000047730
NA,NA,ENSMUSG00000002409
NA,NA,ENSMUSG00000003436
NA,NA,ENSMUSG00000003438
NA,NA,ENSMUSG00000037552
NA,NA,ENSMUSG00000037552
NA,NA,ENSMUSG00000030602
NA,NA,ENSMUSG00000037463
NA,NA,ENSMUSG00000037463
NA,NA,ENSMUSG00000053964
NA,NA,ENSMUSG00000053565
ENSMUSG00000050633|ENSMUSG00000099098,1110035H17Rik|1110035H17Rik,ENSMUSG00000030590
NA,NA,ENSMUSG00000074227
NA,NA,ENSMUSG00000030583
NA,NA,ENSMUSG00000049123
NA,NA,ENSMUSG00000011427
ENSMUSG00000097809,Gm26554,ENSMUSG00000050855
NA,NA,ENSMUSG00000062040
NA,NA,ENSMUSG00000059975
NA,NA,ENSMUSG00000059975
NA,NA,ENSMUSG00000058447
NA,NA,ENSMUSG00000074220
ENSMUSG00000097817,Gm26810,ENSMUSG00000001794
NA,NA,ENSMUSG00000006095
NA,NA,ENSMUSG00000037020
ENSMUSG00000098553,Mir3569,ENSMUSG00000006310
NA,NA,ENSMUSG00000006310
NA,NA,ENSMUSG00000036751
ENSMUSG00000097674,Gm26610,ENSMUSG00000036733
NA,NA,ENSMUSG00000051314
NA,NA,ENSMUSG00000030577
ENSMUSG00000100029,RP24-63G4.11,ENSMUSG00000030577
NA,NA,ENSMUSG00000036634
NA,NA,ENSMUSG00000058239
NA,NA,ENSMUSG00000058239
NA,NA,ENSMUSG00000009687
NA,NA,ENSMUSG00000009687
NA,NA,ENSMUSG00000009687
ENSMUSG00000097149|ENSMUSG00000100985,G630030J09Rik|RP24-427N13.9,ENSMUSG00000001248
NA,NA,ENSMUSG00000001248
NA,NA,ENSMUSG00000101554
ENSMUSG00000085312,Gm12763,ENSMUSG00000046438
NA,NA,ENSMUSG00000066583
NA,NA,ENSMUSG00000052997
ENSMUSG00000085105,Gm12758,ENSMUSG00000066571
NA,NA,ENSMUSG00000066568
ENSMUSG00000086184,Gm12764,ENSMUSG00000066568
ENSMUSG00000085124,Gm12766,ENSMUSG00000066568
ENSMUSG00000085124,Gm12766,ENSMUSG00000066568
ENSMUSG00000086631,Gm12784,ENSMUSG00000030499
NA,NA,ENSMUSG00000030499
NA,NA,ENSMUSG00000030499
ENSMUSG00000085923,Gm12781,ENSMUSG00000030499
NA,NA,ENSMUSG00000060402
NA,NA,ENSMUSG00000060402
NA,NA,ENSMUSG00000060402
NA,NA,ENSMUSG00000060402
NA,NA,ENSMUSG00000056216
NA,NA,ENSMUSG00000034957
NA,NA,ENSMUSG00000030495
NA,NA,ENSMUSG00000030417
ENSMUSG00000096990,Gm26790,ENSMUSG00000044452
ENSMUSG00000044997|ENSMUSG00000100387,E130304I02Rik|RP23-466H15.2,ENSMUSG00000044452
NA,NA,ENSMUSG00000044452
NA,NA,ENSMUSG00000044452
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
ENSMUSG00000098016,Gm9211,NA
NA,NA,NA
NA,NA,NA
NA,NA,ENSMUSG00000021217
NA,NA,ENSMUSG00000021217
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,ENSMUSG00000043456
NA,NA,ENSMUSG00000030421
NA,NA,ENSMUSG00000030421
NA,NA,ENSMUSG00000030421
NA,NA,ENSMUSG00000030421
NA,NA,ENSMUSG00000002068
NA,NA,ENSMUSG00000002068
NA,NA,ENSMUSG00000074170
NA,NA,ENSMUSG00000074170
NA,NA,ENSMUSG00000030423
ENSMUSG00000101708,RP23-216J17.6,ENSMUSG00000030423
ENSMUSG00000101708,RP23-216J17.6,ENSMUSG00000060565
ENSMUSG00000100169,RP23-315J23.3,ENSMUSG00000060565
ENSMUSG00000101855,RP23-392H4.5,NA
NA,NA,NA
NA,NA,NA
NA,NA,ENSMUSG00000053742
ENSMUSG00000100490,RP23-9C7.3,ENSMUSG00000068959
ENSMUSG00000099697|ENSMUSG00000100214|ENSMUSG00000100370|ENSMUSG00000101458,RP23-402K24.2|RP23-402K24.5|RP23-402K24.6|RP23-402K24.7,ENSMUSG00000068959
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
ENSMUSG00000101153,RP24-151M10.1,NA
NA,NA,NA
NA,NA,NA
ENSMUSG00000102004,RP23-84H3.1,NA
ENSMUSG00000101195,RP23-472J11.6,ENSMUSG00000048312
ENSMUSG00000101196,RP23-472J11.1,ENSMUSG00000072259
NA,NA,ENSMUSG00000072259
NA,NA,ENSMUSG00000074166
ENSMUSG00000091864,Gm17102,ENSMUSG00000092592
ENSMUSG00000083500,Gm15470,ENSMUSG00000092592
ENSMUSG00000074164,Vmn2r-ps54,ENSMUSG00000074165
ENSMUSG00000074164,Vmn2r-ps54,ENSMUSG00000074165
NA,NA,ENSMUSG00000030463
NA,NA,ENSMUSG00000092416
NA,NA,ENSMUSG00000092225
NA,NA,ENSMUSG00000091594
NA,NA,ENSMUSG00000092225
NA,NA,ENSMUSG00000074887
NA,NA,ENSMUSG00000004609
NA,NA,ENSMUSG00000006948
NA,NA,ENSMUSG00000055193
ENSMUSG00000101166|ENSMUSG00000087376,RP23-312I2.1|Gm15517,ENSMUSG00000012777
NA,NA,ENSMUSG00000008028
NA,NA,ENSMUSG00000008028
NA,NA,ENSMUSG00000038695
NA,NA,ENSMUSG00000038644
NA,NA,ENSMUSG00000038539
NA,NA,ENSMUSG00000060279
NA,NA,ENSMUSG00000007783
NA,NA,ENSMUSG00000007783
NA,NA,ENSMUSG00000052429
ENSMUSG00000087138,Gm15545,ENSMUSG00000003190
NA,NA,ENSMUSG00000019539
ENSMUSG00000065495,Mir150,ENSMUSG00000003429
NA,NA,ENSMUSG00000074129
NA,NA,ENSMUSG00000038292
NA,NA,ENSMUSG00000030792
NA,NA,ENSMUSG00000003863
ENSMUSG00000049661|ENSMUSG00000091510,Mtag2|Mtag2,ENSMUSG00000003872
NA,NA,ENSMUSG00000063511
NA,NA,ENSMUSG00000063511
NA,NA,ENSMUSG00000030826
NA,NA,ENSMUSG00000055978
NA,NA,ENSMUSG00000040364
NA,NA,ENSMUSG00000003271
NA,NA,ENSMUSG00000003269
NA,NA,ENSMUSG00000002771
NA,NA,ENSMUSG00000058975
NA,NA,ENSMUSG00000030839
NA,NA,ENSMUSG00000040046
NA,NA,ENSMUSG00000006763
NA,NA,ENSMUSG00000006763
NA,NA,ENSMUSG00000040026
NA,NA,ENSMUSG00000014402
NA,NA,ENSMUSG00000043262
NA,NA,ENSMUSG00000049516
ENSMUSG00000056509,Gm9999,ENSMUSG00000049516
NA,NA,ENSMUSG00000049516
NA,NA,ENSMUSG00000010307
NA,NA,ENSMUSG00000078698
NA,NA,ENSMUSG00000078698
NA,NA,NA
NA,NA,ENSMUSG00000070551
NA,NA,ENSMUSG00000070551
NA,NA,ENSMUSG00000030470
NA,NA,ENSMUSG00000030507
NA,NA,ENSMUSG00000039745
NA,NA,ENSMUSG00000055409
NA,NA,ENSMUSG00000055489
NA,NA,NA
NA,NA,ENSMUSG00000074093
NA,NA,ENSMUSG00000094445
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,ENSMUSG00000030452
ENSMUSG00000087178|ENSMUSG00000085927,A230056P14Rik|Gm15888,ENSMUSG00000047037
ENSMUSG00000055048,Gm9962,ENSMUSG00000055026
NA,NA,ENSMUSG00000025324
NA,NA,ENSMUSG00000025324
NA,NA,NA
NA,NA,ENSMUSG00000025326
NA,NA,NA
NA,NA,ENSMUSG00000000948
NA,NA,ENSMUSG00000000948
NA,NA,ENSMUSG00000047370
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,ENSMUSG00000033510
NA,NA,ENSMUSG00000052040
NA,NA,ENSMUSG00000052040
ENSMUSG00000098708,Gm27252,ENSMUSG00000052040
NA,NA,ENSMUSG00000052040
NA,NA,ENSMUSG00000052040
ENSMUSG00000093542,Gm20670,ENSMUSG00000030523
NA,NA,ENSMUSG00000030516
NA,NA,ENSMUSG00000030516
ENSMUSG00000086662,BC046251,ENSMUSG00000030515
ENSMUSG00000086662,BC046251,ENSMUSG00000030515
ENSMUSG00000100094,RP23-181K4.2,ENSMUSG00000030513
NA,NA,ENSMUSG00000030513
NA,NA,ENSMUSG00000015133
NA,NA,ENSMUSG00000015133
NA,NA,ENSMUSG00000015134
NA,NA,ENSMUSG00000015134
NA,NA,ENSMUSG00000030509
NA,NA,ENSMUSG00000030556
NA,NA,ENSMUSG00000030556
NA,NA,ENSMUSG00000030556
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,ENSMUSG00000030551
ENSMUSG00000100005,RP24-240G4.2,ENSMUSG00000030551
NA,NA,ENSMUSG00000030551
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,ENSMUSG00000070511
NA,NA,ENSMUSG00000070511
ENSMUSG00000099853,RP24-173C11.2,ENSMUSG00000070511
NA,NA,NA
NA,NA,ENSMUSG00000032776
NA,NA,ENSMUSG00000032776
NA,NA,ENSMUSG00000032776
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,ENSMUSG00000070509
NA,NA,ENSMUSG00000078671
NA,NA,ENSMUSG00000078670
NA,NA,ENSMUSG00000078670
NA,NA,ENSMUSG00000025789
NA,NA,ENSMUSG00000025789
NA,NA,NA
NA,NA,ENSMUSG00000025790
NA,NA,ENSMUSG00000025790
NA,NA,NA
NA,NA,ENSMUSG00000053025
ENSMUSG00000097247,1500012K07Rik,ENSMUSG00000053025
NA,NA,NA
NA,NA,ENSMUSG00000059146
NA,NA,ENSMUSG00000059146
NA,NA,ENSMUSG00000059146
NA,NA,ENSMUSG00000030610
NA,NA,ENSMUSG00000030609
NA,NA,ENSMUSG00000030607
NA,NA,ENSMUSG00000039176
ENSMUSG00000097023|ENSMUSG00000093238,AI854517|Mir9-3,ENSMUSG00000039176
NA,NA,ENSMUSG00000030549
NA,NA,ENSMUSG00000030549
NA,NA,ENSMUSG00000039062
NA,NA,ENSMUSG00000063801
ENSMUSG00000097699,5430400D12Rik,ENSMUSG00000039043
NA,NA,ENSMUSG00000039043
NA,NA,ENSMUSG00000039043
NA,NA,ENSMUSG00000030541
NA,NA,ENSMUSG00000030541
NA,NA,ENSMUSG00000030533
NA,NA,ENSMUSG00000030533
NA,NA,ENSMUSG00000038886
NA,NA,ENSMUSG00000038886
ENSMUSG00000081664,Gm15544,ENSMUSG00000030530
NA,NA,ENSMUSG00000030528
NA,NA,ENSMUSG00000030528
NA,NA,ENSMUSG00000030528
ENSMUSG00000084821,Gm15880,ENSMUSG00000030527
NA,NA,ENSMUSG00000030536
NA,NA,ENSMUSG00000030536
NA,NA,ENSMUSG00000030536
NA,NA,ENSMUSG00000038797
NA,NA,ENSMUSG00000025722
NA,NA,ENSMUSG00000025723
ENSMUSG00000097277|ENSMUSG00000093107,2900076A07Rik|Mir1839,ENSMUSG00000038663
NA,NA,ENSMUSG00000025102
NA,NA,ENSMUSG00000066378
NA,NA,ENSMUSG00000025104
NA,NA,ENSMUSG00000025105
NA,NA,ENSMUSG00000025105
NA,NA,ENSMUSG00000030638
NA,NA,ENSMUSG00000030638
NA,NA,ENSMUSG00000030636
NA,NA,ENSMUSG00000057706
ENSMUSG00000085080,2310044K18Rik,ENSMUSG00000001741
NA,NA,ENSMUSG00000011154
NA,NA,ENSMUSG00000052353
NA,NA,ENSMUSG00000052353
ENSMUSG00000097016,Gm26708,ENSMUSG00000038459
NA,NA,ENSMUSG00000015709
NA,NA,ENSMUSG00000015709
NA,NA,ENSMUSG00000015709
NA,NA,ENSMUSG00000030630
ENSMUSG00000085236,2610206C17Rik,ENSMUSG00000030629
NA,NA,ENSMUSG00000030629
NA,NA,ENSMUSG00000070460
NA,NA,ENSMUSG00000090806
NA,NA,ENSMUSG00000039608
NA,NA,ENSMUSG00000090949
NA,NA,ENSMUSG00000091962
NA,NA,ENSMUSG00000039428
NA,NA,ENSMUSG00000039405
NA,NA,ENSMUSG00000039405
ENSMUSG00000030623,Prss23os,ENSMUSG00000039405
NA,NA,ENSMUSG00000030619
NA,NA,ENSMUSG00000097585
NA,NA,ENSMUSG00000030617
NA,NA,ENSMUSG00000041343
ENSMUSG00000098066,Gm26944,ENSMUSG00000041328
NA,NA,ENSMUSG00000061119
ENSMUSG00000097644,Gm26862,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,ENSMUSG00000030761
NA,NA,ENSMUSG00000035547
ENSMUSG00000097749,Gm16938,ENSMUSG00000035547
NA,NA,ENSMUSG00000074003
NA,NA,ENSMUSG00000074003
NA,NA,ENSMUSG00000015957
NA,NA,ENSMUSG00000035354
NA,NA,ENSMUSG00000052396
NA,NA,ENSMUSG00000055407
NA,NA,ENSMUSG00000096606
ENSMUSG00000097974,Gm10605,ENSMUSG00000096606
NA,NA,ENSMUSG00000030726
NA,NA,ENSMUSG00000030726
NA,NA,ENSMUSG00000030701
NA,NA,ENSMUSG00000030701
NA,NA,ENSMUSG00000032860
NA,NA,ENSMUSG00000030691
NA,NA,ENSMUSG00000030651
ENSMUSG00000073985,Gm10602,ENSMUSG00000032737
NA,NA,ENSMUSG00000064307
NA,NA,ENSMUSG00000070426
NA,NA,ENSMUSG00000066279
NA,NA,ENSMUSG00000066268
ENSMUSG00000081945,Gm15121,ENSMUSG00000042402
NA,NA,ENSMUSG00000052305
NA,NA,ENSMUSG00000073940
NA,NA,ENSMUSG00000052187
NA,NA,ENSMUSG00000101488
NA,NA,ENSMUSG00000052749
NA,NA,ENSMUSG00000078616
NA,NA,ENSMUSG00000073926
NA,NA,ENSMUSG00000073920
NA,NA,ENSMUSG00000056782
NA,NA,ENSMUSG00000037049
NA,NA,ENSMUSG00000037049
NA,NA,ENSMUSG00000037032
NA,NA,ENSMUSG00000037032
NA,NA,ENSMUSG00000030895
ENSMUSG00000086414,Gm15645,ENSMUSG00000036862
ENSMUSG00000086414,Gm15645,ENSMUSG00000036862
NA,NA,ENSMUSG00000030879
NA,NA,ENSMUSG00000045868
NA,NA,NA
NA,NA,NA
ENSMUSG00000057215,Gm15514,ENSMUSG00000073894
NA,NA,ENSMUSG00000048236
NA,NA,ENSMUSG00000094197
NA,NA,ENSMUSG00000096068
NA,NA,ENSMUSG00000048330
NA,NA,ENSMUSG00000036111
NA,NA,ENSMUSG00000036111
ENSMUSG00000085407,1700095J03Rik,ENSMUSG00000031027
NA,NA,ENSMUSG00000031026
NA,NA,ENSMUSG00000031024
NA,NA,ENSMUSG00000031024
NA,NA,ENSMUSG00000031022
NA,NA,ENSMUSG00000007279
NA,NA,ENSMUSG00000035901
NA,NA,ENSMUSG00000031015
NA,NA,ENSMUSG00000038371
NA,NA,ENSMUSG00000038371
ENSMUSG00000090855|ENSMUSG00000060777,Gm17219|Gm10087,ENSMUSG00000038371
NA,NA,ENSMUSG00000030788
NA,NA,ENSMUSG00000030788
ENSMUSG00000087160,Gm16336,ENSMUSG00000005611
NA,NA,ENSMUSG00000005611
NA,NA,ENSMUSG00000005610
NA,NA,ENSMUSG00000005610
NA,NA,ENSMUSG00000038296
NA,NA,ENSMUSG00000038296
NA,NA,ENSMUSG00000038296
NA,NA,ENSMUSG00000038296
NA,NA,ENSMUSG00000059263
NA,NA,ENSMUSG00000059263
NA,NA,ENSMUSG00000030772
NA,NA,ENSMUSG00000038244
NA,NA,ENSMUSG00000038244
NA,NA,ENSMUSG00000038244
NA,NA,ENSMUSG00000055320
NA,NA,ENSMUSG00000098132
NA,NA,ENSMUSG00000098132
NA,NA,ENSMUSG00000055116
NA,NA,ENSMUSG00000055723
NA,NA,ENSMUSG00000055723
NA,NA,ENSMUSG00000030754
NA,NA,ENSMUSG00000030751
NA,NA,ENSMUSG00000030670
NA,NA,ENSMUSG00000030669
NA,NA,ENSMUSG00000030666
NA,NA,ENSMUSG00000048782
NA,NA,ENSMUSG00000048782
NA,NA,NA
ENSMUSG00000099211,Gm27684,NA
NA,NA,ENSMUSG00000051910
NA,NA,ENSMUSG00000051910
NA,NA,ENSMUSG00000091900
NA,NA,ENSMUSG00000045659
NA,NA,ENSMUSG00000045659
NA,NA,ENSMUSG00000045659
NA,NA,ENSMUSG00000030660
NA,NA,ENSMUSG00000030659
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,ENSMUSG00000008683
NA,NA,ENSMUSG00000030654
NA,NA,ENSMUSG00000030655
ENSMUSG00000055159,4930583K01Rik,ENSMUSG00000030655
NA,NA,ENSMUSG00000030655
NA,NA,ENSMUSG00000058420
NA,NA,ENSMUSG00000058420
NA,NA,ENSMUSG00000058420
NA,NA,ENSMUSG00000095115
NA,NA,ENSMUSG00000030650
NA,NA,ENSMUSG00000030650
NA,NA,ENSMUSG00000033917
NA,NA,ENSMUSG00000066197
NA,NA,ENSMUSG00000030954
NA,NA,ENSMUSG00000030963
NA,NA,ENSMUSG00000030942
NA,NA,ENSMUSG00000052273
NA,NA,ENSMUSG00000052273
NA,NA,ENSMUSG00000030911
NA,NA,ENSMUSG00000030880
NA,NA,ENSMUSG00000034990
NA,NA,ENSMUSG00000063317
NA,NA,ENSMUSG00000030873
NA,NA,ENSMUSG00000034951
NA,NA,ENSMUSG00000030869
NA,NA,ENSMUSG00000030866
NA,NA,ENSMUSG00000052889
NA,NA,ENSMUSG00000066189
NA,NA,ENSMUSG00000030779
NA,NA,ENSMUSG00000030779
NA,NA,ENSMUSG00000030757
NA,NA,ENSMUSG00000030757
NA,NA,NA
NA,NA,ENSMUSG00000073844
NA,NA,ENSMUSG00000073844
NA,NA,ENSMUSG00000045928
NA,NA,ENSMUSG00000090457
NA,NA,ENSMUSG00000046182
NA,NA,ENSMUSG00000000131
NA,NA,ENSMUSG00000030742
NA,NA,ENSMUSG00000030738
NA,NA,ENSMUSG00000030717
NA,NA,ENSMUSG00000063065
NA,NA,ENSMUSG00000058966
NA,NA,ENSMUSG00000045989
NA,NA,ENSMUSG00000030677
NA,NA,ENSMUSG00000045165
NA,NA,ENSMUSG00000030674
NA,NA,ENSMUSG00000042502
NA,NA,ENSMUSG00000054716
NA,NA,ENSMUSG00000049091
NA,NA,ENSMUSG00000049091
NA,NA,ENSMUSG00000090460
NA,NA,ENSMUSG00000047371
NA,NA,ENSMUSG00000030823
NA,NA,ENSMUSG00000078580
NA,NA,ENSMUSG00000048921
NA,NA,ENSMUSG00000045639
NA,NA,ENSMUSG00000030814
NA,NA,ENSMUSG00000030814
NA,NA,ENSMUSG00000096145
NA,NA,ENSMUSG00000070371
NA,NA,ENSMUSG00000042828
NA,NA,ENSMUSG00000030786
NA,NA,ENSMUSG00000030844
NA,NA,ENSMUSG00000030846
NA,NA,ENSMUSG00000030846
NA,NA,ENSMUSG00000055319
NA,NA,ENSMUSG00000055319
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,ENSMUSG00000030849
NA,NA,ENSMUSG00000030849
NA,NA,ENSMUSG00000030850
NA,NA,ENSMUSG00000030849
ENSMUSG00000100759,RP24-342P18.1,ENSMUSG00000030849
NA,NA,ENSMUSG00000030858
NA,NA,ENSMUSG00000030849
NA,NA,ENSMUSG00000030849
NA,NA,ENSMUSG00000030849
NA,NA,ENSMUSG00000030849
NA,NA,ENSMUSG00000030849
NA,NA,ENSMUSG00000030849
NA,NA,ENSMUSG00000030849
NA,NA,ENSMUSG00000030849
NA,NA,ENSMUSG00000030849
NA,NA,ENSMUSG00000030849
NA,NA,ENSMUSG00000030849
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,ENSMUSG00000030976
NA,NA,ENSMUSG00000030986
NA,NA,ENSMUSG00000054555
NA,NA,ENSMUSG00000054555
NA,NA,ENSMUSG00000054555
NA,NA,NA
NA,NA,NA
NA,NA,ENSMUSG00000073804
NA,NA,ENSMUSG00000050866
NA,NA,ENSMUSG00000050866
NA,NA,ENSMUSG00000050866
NA,NA,ENSMUSG00000031004
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,ENSMUSG00000054612
NA,NA,ENSMUSG00000010476
NA,NA,ENSMUSG00000031068
NA,NA,ENSMUSG00000031068
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,ENSMUSG00000070357
NA,NA,ENSMUSG00000070357
NA,NA,ENSMUSG00000070357
NA,NA,ENSMUSG00000025475
ENSMUSG00000086742,Gm16201,ENSMUSG00000047751
NA,NA,ENSMUSG00000047751
ENSMUSG00000086742,Gm16201,ENSMUSG00000073795
NA,NA,ENSMUSG00000025474
NA,NA,ENSMUSG00000025465
NA,NA,ENSMUSG00000051180
NA,NA,ENSMUSG00000025480
NA,NA,ENSMUSG00000060591
NA,NA,ENSMUSG00000055629
NA,NA,ENSMUSG00000054662
NA,NA,ENSMUSG00000038611
NA,NA,ENSMUSG00000038580
NA,NA,ENSMUSG00000025512
NA,NA,ENSMUSG00000025139
NA,NA,ENSMUSG00000090471
NA,NA,ENSMUSG00000066100
NA,NA,ENSMUSG00000045777
ENSMUSG00000099143,Gm27483,ENSMUSG00000037772
NA,NA,ENSMUSG00000048583
NA,NA,ENSMUSG00000048583
ENSMUSG00000086266,Igf2os,ENSMUSG00000048583
NA,NA,ENSMUSG00000073781
NA,NA,ENSMUSG00000000214
NA,NA,ENSMUSG00000009248
NA,NA,ENSMUSG00000000244
NA,NA,ENSMUSG00000037664
ENSMUSG00000086828,Gm15579,ENSMUSG00000010755
NA,NA,ENSMUSG00000045362
